abrasion,brand,certifications,cleaningCode,colors,content,finish,horizontalRepeat,image,leadTime,moq,origin,price,railRoaded,sku,pattern,patternType,fabric,theme,use,verticalRepeat,width
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3037.300.324104.2/1_MidSize.jpg,3,100,Türkiye,0,0,324104,"[""solid""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.322215.19/1_MidSize.jpg,3,100,Türkiye,0,0,322215,"[""damask""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.20100.201/1_MidSize.jpg,3,100,Türkiye,0,0,20100,"[""solid""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3109.300.13106.15/1_MidSize.jpg,3,100,Türkiye,0,0,13106,"[""hstripe""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3037.300.800503.2/1_MidSize.jpg,3,100,Türkiye,0,0,800503,"[""solid""]",,"[""semi-sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3107.300.370727.25/1_MidSize.jpg,3,100,Türkiye,0,0,370727,"[""damask""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3107.300.370545.202/1_MidSize.jpg,3,100,Türkiye,0,0,370545,"[""damask""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3107.300.370543.302/1_MidSize.jpg,3,100,Türkiye,0,0,370543,"[""polkadot""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3107.300.322061.60/1_MidSize.jpg,3,100,Türkiye,0,0,322061,"[""damask""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3005.300.10604.202/1_MidSize.jpg,3,100,Türkiye,0,0,10604,"[""ogee""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.6147.1/1_MidSize.jpg,3,100,Türkiye,0,0,6147,"[""damask"",""hstripe""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3001.290.10577.3403/1_MidSize.jpg,3,100,Türkiye,0,0,10577,"[""damask""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3001.290.10574.801/1_MidSize.jpg,3,100,Türkiye,0,0,10574,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3001.290.10703.802/1_MidSize.jpg,3,100,Türkiye,0,0,10703,"[""damask""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3111.300.880104.5/1_MidSize.jpg,3,100,Türkiye,0,0,880104,"[""hstripe""]",,"[""semi-sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3039.300.311.487/1_MidSize.png,3,100,Türkiye,0,0,311,"[""solid""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3079.300.890051.V-1/1_MidSize.jpg,3,100,Türkiye,0,0,890051,"[""hstripe""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3037.300.800502.1/1_MidSize.jpg,3,100,Türkiye,0,0,800502,"[""solid""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3037.300.800501.1/1_MidSize.jpg,3,100,Türkiye,0,0,800501,"[""solid""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3037.300.2026.1/1_MidSize.jpg,3,100,Türkiye,0,0,2026,"[""hstripe""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3109.300.13104.1/1_MidSize.jpg,3,100,Türkiye,0,0,13104,"[""hstripe""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3109.300.13103.1/1_MidSize.jpg,3,100,Türkiye,0,0,13103,"[""hstripe""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3109.300.13027.1/1_MidSize.jpg,3,100,Türkiye,0,0,13027,"[""hstripe""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3037.300.13025.2/1_MidSize.jpg,3,100,Türkiye,0,0,13025,"[""hstripe""]",,"[""semi-sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3078.300.13023.2/1_MidSize.jpg,3,100,Türkiye,0,0,13023,"[""hstripe""]",,"[""semi-sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3037.300.13021.1/1_MidSize.jpg,3,100,Türkiye,0,0,13021,"[""solid""]",,"[""semi-sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3109.300.13019.1/1_MidSize.jpg,3,100,Türkiye,0,0,13019,"[""hstripe""]",,"[""sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3078.300.12015.750/1_MidSize.jpg,3,100,Türkiye,0,0,12015,"[""hstripe""]",,"[""semi-sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3111.300.880103.19/1_MidSize.jpg,3,100,Türkiye,0,0,880103,"[""hstripe""]",,"[""semi-sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3111.300.880102.19/1_MidSize.jpg,3,100,Türkiye,0,0,880102,"[""hstripe""]",,"[""semi-sheer""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3061.290.6062.7/1_MidSize.png,3,100,Türkiye,0,0,6062,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3061.290.6048.1/1_MidSize.png,3,100,Türkiye,0,0,6048,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3061.290.5565.24/1_MidSize.png,3,100,Türkiye,0,0,5565,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3023.290.5010.3051/1_MidSize.png,3,100,Türkiye,0,0,5010,"[""solid""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3061.290.4228.1007/1_MidSize.png,3,100,Türkiye,0,0,4228,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3061.290.3998.310/1_MidSize.png,3,100,Türkiye,0,0,3998,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3061.290.3997.302/1_MidSize.png,3,100,Türkiye,0,0,3997,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3107.300.370658.70/1_MidSize.png,3,100,Türkiye,0,0,370658,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3107.300.370642.119/1_MidSize.png,3,100,Türkiye,0,0,370642,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3107.300.370638.13/1_MidSize.png,3,100,Türkiye,0,0,370638,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3107.300.370571.24/1_MidSize.png,3,100,Türkiye,0,0,370571,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3107.300.370570.60/1_MidSize.png,3,100,Türkiye,0,0,370570,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3107.300.370569.201/1_MidSize.png,3,100,Türkiye,0,0,370569,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.354268.19/1_MidSize.png,3,100,Türkiye,0,0,354268,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.353562.1/1_MidSize.png,3,100,Türkiye,0,0,353562,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.341740.19/1_MidSize.png,3,100,Türkiye,0,0,341740,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.332866.1/1_MidSize.png,3,100,Türkiye,0,0,332866,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3005.290.321308.15/1_MidSize.png,3,100,Türkiye,0,0,321308,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3005.290.321260.15/1_MidSize.png,3,100,Türkiye,0,0,321260,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.305016.12/1_MidSize.png,3,100,Türkiye,0,0,305016,"[""damask""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3005.290.304917.1/1_MidSize.png,3,100,Türkiye,0,0,304917,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3006.300.107050.8/1_MidSize.png,3,100,Türkiye,0,0,107050,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3018.290.501.22/1_MidSize.png,3,100,Türkiye,0,0,501,"[""solid""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3061.290.49029.472/1_MidSize.png,3,100,Türkiye,0,0,49029,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3061.290.49028.60531/1_MidSize.png,3,100,Türkiye,0,0,49028,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3061.290.49027.71385/1_MidSize.png,3,100,Türkiye,0,0,49027,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3061.290.49017.30795/1_MidSize.png,3,100,Türkiye,0,0,49017,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3001.290.4008.1401/1_MidSize.png,3,100,Türkiye,0,0,4008,"[""polkadot""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3001.290.4004.102/1_MidSize.png,3,100,Türkiye,0,0,4004,"[""solid""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3015.290.2106.1131/1_MidSize.png,3,100,Türkiye,0,0,2106,"[""solid""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.10183.105/1_MidSize.png,3,100,Türkiye,0,0,10183,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.10182.302/1_MidSize.png,3,100,Türkiye,0,0,10182,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.10181.402/1_MidSize.png,3,100,Türkiye,0,0,10181,"[""classic""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/3004.290.10071.102/1_MidSize.png,3,100,Türkiye,0,0,10071,"[""ornate""]",,"[""opaque""]",Grand,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19894.2241/1_MidSize.jpg,3,100,Türkiye,0,0,19894,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19887.2103/1_MidSize.jpg,3,100,Türkiye,0,0,19887,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19884.2184/1_MidSize.jpg,3,100,Türkiye,0,0,19884,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19883.2187/1_MidSize.jpg,3,100,Türkiye,0,0,19883,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19721.2038/1_MidSize.jpg,3,100,Türkiye,0,0,19721,"[""half""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19499.1808/1_MidSize.jpg,3,100,Türkiye,0,0,19499,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19466.1811/1_MidSize.jpg,3,100,Türkiye,0,0,19466,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19422.1779/1_MidSize.jpg,3,100,Türkiye,0,0,19422,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19331.1668/1_MidSize.jpg,3,100,Türkiye,0,0,19331,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4014.290.3740.16/1_MidSize.jpg,3,100,Türkiye,0,0,3740,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4014.290.3561.3/1_MidSize.jpg,3,100,Türkiye,0,0,3561,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4015.290.3481.1/1_MidSize.jpg,3,100,Türkiye,0,0,3481,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4011.290.241151.6/1_MidSize.jpg,3,100,Türkiye,0,0,241151,"[""half""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19330.1667/1_MidSize.jpg,3,100,Türkiye,0,0,19330,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19485.1829/1_MidSize.jpg,3,100,Türkiye,0,0,19485,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4013.290.40872.2/1_MidSize.jpg,3,100,Türkiye,0,0,40872,"[""unique""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4019.300.19387.1687/1_MidSize.jpg,3,100,Türkiye,0,0,19387,"[""classic""]",embroidery,"[""opaque""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4019.300.19385.1690/1_MidSize.jpg,3,100,Türkiye,0,0,19385,"[""classic""]",embroidery,"[""opaque""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19417.1780/1_MidSize.jpg,3,100,Türkiye,0,0,19417,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4019.300.19386.1681/1_MidSize.jpg,3,100,Türkiye,0,0,19386,"[""classic""]",embroidery,"[""opaque""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4019.300.19384.1695/1_MidSize.jpg,3,100,Türkiye,0,0,19384,"[""classic""]",embroidery,"[""opaque""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19420.1728/1_MidSize.jpg,3,100,Türkiye,0,0,19420,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19444.1728/1_MidSize.jpg,3,100,Türkiye,0,0,19444,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4012.290.40836.3/1_MidSize.jpg,3,100,Türkiye,0,0,40836,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4012.290.40813.3/1_MidSize.jpg,3,100,Türkiye,0,0,40813,"[""skirt""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19463.1701/1_MidSize.jpg,3,100,Türkiye,0,0,19463,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19461.460/1_MidSize.jpg,3,100,Türkiye,0,0,19461,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19464.884/1_MidSize.jpg,3,100,Türkiye,0,0,19464,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19300.840/1_MidSize.jpg,3,100,Türkiye,0,0,19300,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4017.290.3395.3/1_MidSize.jpg,3,100,Türkiye,0,0,3395,"[""light""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4017.290.3404.7/1_MidSize.jpg,3,100,Türkiye,0,0,3404,"[""light""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4017.290.3337.5/1_MidSize.jpg,3,100,Türkiye,0,0,3337,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4015.290.3128.3/1_MidSize.jpg,3,100,Türkiye,0,0,3128,"[""light""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4016.290.2490.1/1_MidSize.jpg,3,100,Türkiye,0,0,2490,"[""light""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19366.884/1_MidSize.jpg,3,100,Türkiye,0,0,19366,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19350.1669/1_MidSize.jpg,3,100,Türkiye,0,0,19350,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19367.268/1_MidSize.jpg,3,100,Türkiye,0,0,19367,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19347.247/1_MidSize.jpg,3,100,Türkiye,0,0,19347,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19358.452/1_MidSize.jpg,3,100,Türkiye,0,0,19358,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19373.162/1_MidSize.jpg,3,100,Türkiye,0,0,19373,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19301.661/1_MidSize.jpg,3,100,Türkiye,0,0,19301,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19361.452/1_MidSize.jpg,3,100,Türkiye,0,0,19361,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19299.661/1_MidSize.jpg,3,100,Türkiye,0,0,19299,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4004.290.3191.5/1_MidSize.jpg,3,100,Türkiye,0,0,3191,"[""light""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4017.290.3193.5/1_MidSize.jpg,3,100,Türkiye,0,0,3193,"[""light""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4016.290.3164.2/1_MidSize.jpg,3,100,Türkiye,0,0,3164,"[""light""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4012.290.40325.1/1_MidSize.jpg,3,100,Türkiye,0,0,40325,"[""skirt""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19298.853/1_MidSize.jpg,3,100,Türkiye,0,0,19298,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19145.1522/1_MidSize.jpg,3,100,Türkiye,0,0,19145,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19144.1527/1_MidSize.jpg,3,100,Türkiye,0,0,19144,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19141.637/1_MidSize.jpg,3,100,Türkiye,0,0,19141,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19297.661/1_MidSize.jpg,3,100,Türkiye,0,0,19297,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19146.637/1_MidSize.jpg,3,100,Türkiye,0,0,19146,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4005.290.19143.637/1_MidSize.jpg,3,100,Türkiye,0,0,19143,"[""classic""]",embroidery,"[""sheer""]",Classic,curtain,0,300
0,Kismet,[],W,[],"{""polyester"":100}",FR,0,http://kismettekstil.com/Content/Images/4006.290.19294.164/1_MidSize.jpg,3,100,Türkiye,0,0,19294,"[""busy""]",embroidery,"[""sheer""]",Classic,curtain,0,300
