_id,abrasion,brand,certifications,cleaningCode,colors,content.polyester,fabric,finish,horizontalRepeat,image,leadTime,moq,origin,pattern,patternType,price,railRoaded,sku,theme,use,verticalRepeat,width
643b2b3b4834282816af2a40,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/2001.300.30121.2/1_MidSize.jpg,3,100,Türkiye,"[""damask""]",burnout,0,0,30121,Mystic,curtain,0,300
643b2b3b4834282816af2a41,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/2001.300.30120.1/1_MidSize.jpg,3,100,Türkiye,"[""ornate""]",burnout,0,0,30120,Mystic,curtain,0,300
643b2b3b4834282816af2a42,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/2001.300.30119.1/1_MidSize.jpg,3,100,Türkiye,"[""damask""]",burnout,0,0,30119,Mystic,curtain,0,300
643b2b3b4834282816af2a43,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/2001.300.30118.4/1_MidSize.jpg,3,100,Türkiye,"[""ornate""]",burnout,0,0,30118,Mystic,curtain,0,300
643b2b3b4834282816af2a44,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/2001.300.30115.1/1_MidSize.jpg,3,100,Türkiye,"[""damask""]",burnout,0,0,30115,Mystic,curtain,0,300
643b2b3b4834282816af2a45,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/2001.300.30114.1/1_MidSize.jpg,3,100,Türkiye,"[""kids""]",burnout,0,0,30114,Mystic,curtain,0,300
643b2b3b4834282816af2a46,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/2001.300.30112.1/1_MidSize.jpg,3,100,Türkiye,"[""kids""]",burnout,0,0,30112,Mystic,curtain,0,300
643b2b3b4834282816af2a47,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/2001.300.30110.1/1_MidSize.jpg,3,100,Türkiye,"[""kids""]",burnout,0,0,30110,Mystic,curtain,0,300
643b2b3b4834282816af2a48,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/2001.300.30109.14/1_MidSize.jpg,3,100,Türkiye,"[""kids""]",burnout,0,0,30109,Mystic,curtain,0,300
643b2b3b4834282816af2a49,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/2001.300.30106.24/1_MidSize.jpg,3,100,Türkiye,"[""kids""]",burnout,0,0,30106,Mystic,curtain,0,300
643b2b3b4834282816af2a4a,0,Kismet,[],W,"['red']",100,"[""opaque""]",FR,0,http://kismettekstil.com/Content/Images/3005.290.10186.12/1_MidSize.jpg,3,100,Türkiye,"[""damask""]",,0,0,10186,Grand,curtain,0,300
643b2b3b4834282816af2a4b,0,Kismet,[],W,"['blue']",100,"[""opaque""]",FR,0,http://kismettekstil.com/Content/Images/3005.300.10185.5/1_MidSize.jpg,3,100,Türkiye,"[""damask""]",,0,0,10185,Grand,curtain,0,300
643b2b3b4834282816af2a4c,0,Kismet,[],W,[],100,"[""opaque""]",FR,0,http://kismettekstil.com/Content/Images/3006.300.380001.2/1_MidSize.jpg,3,100,Türkiye,"[""classic""]",embroidery,0,0,380001,Grand,curtain,0,300
643b2b3b4834282816af2a4d,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/3037.300.3916.1/1_MidSize.jpg,3,100,Türkiye,"[""hstripe""]",,0,0,3916,Grand,curtain,0,300
643b2b3b4834282816af2a4e,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/3078.320.540002.V3/1_MidSize.jpg,3,100,Türkiye,"[""hstripe""]",,0,0,540002,Grand,curtain,0,300
643b2b3b4834282816af2a4f,0,Kismet,[],W,[],100,"[""opaque""]",FR,0,http://kismettekstil.com/Content/Images/3124.290.2608.16/1_MidSize.jpg,3,100,Türkiye,"[""damask""]",,0,0,2608,Grand,curtain,0,300
643b2b3b4834282816af2a50,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/3078.290.12018.3/1_MidSize.jpg,3,100,Türkiye,"[""hstripe""]",,0,0,12018,Grand,curtain,0,300
643b2b3b4834282816af2a51,0,Kismet,[],W,[],100,"[""opaque""]",FR,0,http://kismettekstil.com/Content/Images/3124.290.2607.30/1_MidSize.jpg,3,100,Türkiye,"[""damask""]",,0,0,2607,Grand,curtain,0,300
643b2b3b4834282816af2a52,0,Kismet,[],W,[],100,"[""sheer""]",FR,0,http://kismettekstil.com/Content/Images/3078.320.540001.V3/1_MidSize.jpg,3,100,Türkiye,"[""hstripe""]",,0,0,540001,Grand,curtain,0,300
