sku,width,content,price,name,brand,style,pattern,patternType,theme,origin,abrasion,use,image,certifications,colors,leadTime,moq,railRoaded,verticalRepeat,horizontalRepeat,finish,cleaningCode
10186,300,"{""polyester"":100}",0,Hailie,Kismet,"[""fabric""]",Damask,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3005.290.10186.12/1_MidSize.jpg,[],['red'],3,100,0,0,0,FR,W
10185,300,"{""polyester"":100}",0,Yamilet,Kismet,"[""fabric""]",Damask,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3005.300.10185.5/1_MidSize.jpg,[],['blue'],3,100,0,0,0,FR,W
380001,300,"{""polyester"":100}",0,Zoe,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3006.300.380001.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3916,300,"{""polyester"":100}",0,Kamila,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.3916.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
540002,300,"{""polyester"":100}",0,Kayla,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3078.320.540002.V3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
2608,300,"{""polyester"":100}",0,Alison,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3124.290.2608.16/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
12018,300,"{""polyester"":100}",0,Kennedy,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3078.290.12018.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
2607,300,"{""polyester"":100}",0,Jamya,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3124.290.2607.30/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
540001,300,"{""polyester"":100}",0,Keira,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3078.320.540001.V3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
2081,300,"{""polyester"":100}",0,Amara,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3111.330.2081.13/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370548,300,"{""polyester"":100}",0,Eleanor,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.290.370548.103/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
30553,300,"{""polyester"":100}",0,Litzy,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.30553.9/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
30551,300,"{""polyester"":100}",0,Raelynn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.30551.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
30547,300,"{""polyester"":100}",0,Sidney,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.30547.8/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
30460,300,"{""polyester"":100}",0,Averi,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.30460.6/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21208,300,"{""polyester"":100}",0,Abigayle,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3116.320.21208.8/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21207,300,"{""polyester"":100}",0,Grace,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3116.320.21207.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
2601,300,"{""polyester"":100}",0,Mariam,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3124.290.2601.5/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370598,300,"{""polyester"":100}",0,Catherine,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370598.119/2_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370594,300,"{""polyester"":100}",0,Mia,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370594.15/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370459,300,"{""polyester"":100}",0,Mikayla,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.290.370459.9/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370445,300,"{""polyester"":100}",0,Haleigh,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.290.370445.10/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
9201,300,"{""polyester"":100}",0,Valery,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.9201.16/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
890045,300,"{""polyester"":100}",0,Janae,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.890045.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
600003,300,"{""polyester"":100}",0,Denisse,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3079.300.600003.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21206,300,"{""polyester"":100}",0,Ariana,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3116.320.21206.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21205,300,"{""polyester"":100}",0,Zaria,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3116.320.21205.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
5014,300,"{""polyester"":100}",0,Noemi,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3123.290.5014.3021/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370550,300,"{""polyester"":100}",0,Aylin,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370550.401/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21099,300,"{""polyester"":100}",0,Ciara,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21099.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21096,300,"{""polyester"":100}",0,Martha,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21096.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
2604,300,"{""polyester"":100}",0,Elizabeth,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3124.290.2604.7/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21098,300,"{""polyester"":100}",0,Amy,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21098.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21097,300,"{""polyester"":100}",0,Makenzie,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21097.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21095,300,"{""polyester"":100}",0,Areli,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21095.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21094,300,"{""polyester"":100}",0,Sloane,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21094.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21093,300,"{""polyester"":100}",0,Jane,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21093.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21092,300,"{""polyester"":100}",0,Renee,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21092.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21090,300,"{""polyester"":100}",0,Ainsley,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21090.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21089,300,"{""polyester"":100}",0,Rowan,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21089.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21088,300,"{""polyester"":100}",0,Zion,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21088.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370596,300,"{""polyester"":100}",0,Madeline,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370596.13/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370595,300,"{""polyester"":100}",0,Katherine,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370595.13/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370510,300,"{""polyester"":100}",0,Maliyah,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370510.13/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
2577,300,"{""polyester"":100}",0,Anna,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.2577.20/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
2569,300,"{""polyester"":100}",0,Stacy,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.290.2569.13/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
60001,300,"{""polyester"":100}",0,Alana,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3079.300.60001.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21201,300,"{""polyester"":100}",0,Heather,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3116.320.21201.9/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21087,300,"{""polyester"":100}",0,Saige,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3005.290.21087.7/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21086,300,"{""polyester"":100}",0,Hillary,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21086.6/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21076,300,"{""polyester"":100}",0,Rhianna,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21076.6/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
8265,300,"{""polyester"":100}",0,Lillianna,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.8265.7/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
2745,300,"{""polyester"":100}",0,Barbara,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.290.2745.22/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
324124,300,"{""polyester"":100}",0,Jaylen,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.324124.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
324123,300,"{""polyester"":100}",0,Beatrice,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.324123.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
324122,300,"{""polyester"":100}",0,Christina,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.324122.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
324121,300,"{""polyester"":100}",0,Karsyn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.324121.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13113,300,"{""polyester"":100}",0,Ireland,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3109.300.13113.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
6056,300,"{""polyester"":100}",0,Gisselle,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.6056.13/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
6071,300,"{""polyester"":100}",0,Tiana,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.6071.8/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
8264,300,"{""polyester"":100}",0,Laurel,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.8264.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
8263,300,"{""polyester"":100}",0,Jaylee,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.8263.5/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21085,300,"{""polyester"":100}",0,Cierra,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21085.6/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21084,300,"{""polyester"":100}",0,Sophie,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21084.6/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21078,300,"{""polyester"":100}",0,Giana,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21078.7/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13112,300,"{""polyester"":100}",0,Chaya,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3109.300.13112.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3219,300,"{""polyester"":100}",0,Melissa,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.3219.13/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21082,300,"{""polyester"":100}",0,Alani,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21082.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13110,300,"{""polyester"":100}",0,Matilda,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3111.300.13110.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
49035,300,"{""polyester"":100}",0,Josie,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.49035.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
70541,300,"{""polyester"":100}",0,Katelynn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.290.70541.101/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
70323,300,"{""polyester"":100}",0,Valentina,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.290.70323.101/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21081,300,"{""polyester"":100}",0,Frances,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21081.8/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21079,300,"{""polyester"":100}",0,Sabrina,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21079.6/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21075,300,"{""polyester"":100}",0,Erin,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21075.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3996,300,"{""polyester"":100}",0,Yadira,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.3996.5/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3995,300,"{""polyester"":100}",0,Adalyn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.3995.7/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
406,300,"{""polyester"":100}",0,Ashly,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3032.290.406.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
322322,300,"{""polyester"":100}",0,Rebekah,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3005.290.322322.25/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13109,300,"{""polyester"":100}",0,Brooklynn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3109.300.13109.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
7325,300,"{""polyester"":100}",0,Myah,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3008.290.7325.1178/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
7324,300,"{""polyester"":100}",0,Sarah,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3008.290.7324.1321/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
4556,300,"{""polyester"":100}",0,Jocelyn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.4556.6/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
7323,300,"{""polyester"":100}",0,Tori,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3008.290.7323.1409/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
7322,300,"{""polyester"":100}",0,Rachael,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3008.290.7322.1409/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
150005,300,"{""polyester"":100}",0,Liliana,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3079.300.150005.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
150004,300,"{""polyester"":100}",0,Aryana,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3109.300.150004.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
150006,300,"{""polyester"":100}",0,Daisy,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.150006.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
150003,300,"{""polyester"":100}",0,Dulce,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3079.300.150003.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
150001,300,"{""polyester"":100}",0,Raquel,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3079.300.150001.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13108,300,"{""polyester"":100}",0,Lina,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3109.300.13108.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370546,300,"{""polyester"":100}",0,Micah,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370546.103/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
4233,300,"{""polyester"":100}",0,Whitney,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.4233.6/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
1609,300,"{""polyester"":100}",0,Gwendolyn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.1609.103/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370547,300,"{""polyester"":100}",0,Payton,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370547.302/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
12017,300,"{""polyester"":100}",0,Jacquelyn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3078.300.12017.10/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
407,300,"{""polyester"":100}",0,Tabitha,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3032.290.407.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
7120,300,"{""polyester"":100}",0,Heaven,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.7120.301/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21077,300,"{""polyester"":100}",0,Makaila,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21077.1404/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21073,300,"{""polyester"":100}",0,Amani,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21073.302/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
21055,300,"{""polyester"":100}",0,Lorelai,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.21055.305/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
20101,300,"{""polyester"":100}",0,Julie,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.20101.11/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
49034,300,"{""polyester"":100}",0,Nicole,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.49034.5/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
4232,300,"{""polyester"":100}",0,Makena,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.4232.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
4518,300,"{""polyester"":100}",0,Kierra,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.4518.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
324105,300,"{""polyester"":100}",0,Skye,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.324105.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
324104,300,"{""polyester"":100}",0,Anya,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.324104.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
322215,300,"{""polyester"":100}",0,Kinley,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.322215.19/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
20100,300,"{""polyester"":100}",0,Shyanne,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.20100.201/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13106,300,"{""polyester"":100}",0,Regan,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3109.300.13106.15/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
800503,300,"{""polyester"":100}",0,Natasha,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.800503.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370727,300,"{""polyester"":100}",0,Adriana,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370727.25/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370545,300,"{""polyester"":100}",0,Janessa,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370545.202/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
370543,300,"{""polyester"":100}",0,Carlee,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370543.302/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
322061,300,"{""polyester"":100}",0,Alessandra,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.322061.60/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
10604,300,"{""polyester"":100}",0,Hazel,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3005.300.10604.202/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
6147,300,"{""polyester"":100}",0,Camryn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.6147.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
10577,300,"{""polyester"":100}",0,Cassie,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3001.290.10577.3403/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
10574,300,"{""polyester"":100}",0,Cora,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3001.290.10574.801/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
10703,300,"{""polyester"":100}",0,Marin,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3001.290.10703.802/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
880104,300,"{""polyester"":100}",0,Isabella,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3111.300.880104.5/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
311,300,"{""polyester"":100}",0,Karissa,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3039.300.311.487/1_MidSize.png,[],[],3,100,0,0,0,FR,W
890051,300,"{""polyester"":100}",0,Lara,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3079.300.890051.V-1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
800502,300,"{""polyester"":100}",0,Harper,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.800502.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
